Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
ABT,Common Stock,Abbott Laboratories,Abbott Laboratories is an American multinational medical devices and health care company with headquarters in Abbott Park Illinois United States. The company was founded by Chicago physician Wallace Calvin Abbott in 1888 to formulate known drugs; today it sells medical devices diagnostics branded generic medicines and nutritional products. It split off its research-based pharmaceuticals business into AbbVie in 2013.,1800,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,100 ABBOTT PARK ROAD D-322 AP6D ABBOTT PARK IL US,December,2021-09-30,239709389000,12366000000,33.64,2.62,19.47,1.8,0.0139,4.03,23.82,0.171,0.209,0.0774,0.219,42308002000,19611000000,4.03,0.696,0.234,144.68,33.64,28.33,5.67,6.9,5.82,19.97,0.704,142.6,104.56,131.82,122.81,1768290000,2022-02-15,2022-01-13
ABTX,Common Stock,Allegiance Bancshares Inc,Allegiance Bancshares Inc. is the banking holding company for Allegiance Bank providing a range of commercial banking services primarily to small and medium-sized businesses professionals and individual clients. The company is headquartered in Houston Texas.,1642081,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,8727 W. SAM HOUSTON PARKWAY N HOUSTON TX US,December,2021-09-30,890419000,None,11.79,0,39.5,0.46,0.0107,3.729,11.31,0.332,0.447,0.0119,0.0979,228866000,183465000,3.729,0.177,0.106,46.25,11.79,16.89,3.891,1.024,-,-,0.996,45.78,32.06,41.84,39.41,20247500,2021-12-15,2021-11-29
ABUS,Common Stock,Arbutus Biopharma Corporation,Arbutus Biopharma Corporation a biopharmaceutical company is dedicated to the discovery development and commercialization of a cure for patients with chronic hepatitis B virus (HBV) infection in the United States. The company is headquartered in Warminster Pennsylvania.,1447028,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,100-8900 GLENLYON PARKWAY BURNABY BC CA,December,2021-09-30,473441000,-71643000,None,0,1.285,None,0,-0.917,0.108,0,-6.61,-0.283,-0.633,10168000,-40567000,-0.917,0,1.193,6.3,-,-,46.56,2.44,59.24,-,2.658,6.5,2.43,3.775,3.442,135269000,None,None
ABVC,Common Stock,ABVC Biopharma Inc. Common Stock,American BriVision (Holding) Corporation a clinical-stage biopharmaceutical company develops drugs and medical devices to meet unmet medical needs in the United States. ,1173313,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,11 SAWYERS PEAK DRIVE GOSHEN NY US,December,2021-09-30,97558000,None,None,None,0.311,None,0,-0.418,0.019,0,-22.18,-0.669,-3.158,455780,464330,-0.418,0,-0.143,9.5,-,-,214.04,11.58,217.68,-,0.312,8,1.95,3.45,3.868,28609400,2019-05-08,None
AC,Common Stock,Associated Capital Group Inc,Associated Capital Group Inc. provides investment advisory services in the United States. The company is headquartered in Greenwich Connecticut.,1642122,NYSE,USD,USA,FINANCE,SECURITY BROKERS DEALERS & FLOTATION COMPANIES,ONE CORPORATE CENTER RYE NY US,December,2021-09-30,936146000,-16787000,9.33,0,42.24,0.2,0.0047,4.547,0.854,5.33,-1.139,-0.0106,0.097,18935000,-453000,4.547,-0.738,0.086,10.87,9.33,-,49.44,0.923,12.7,1.717,1.22,46.09,30.06,40.83,37.86,3095200,2021-12-15,2021-11-30
ACA,Common Stock,Arcosa Inc,Arcosa Inc. provides infrastructure related products and solutions for the construction energy and transportation markets in North America. The company is headquartered in Dallas Texas.,1739445,NYSE,USD,USA,MANUFACTURING,FABRICATED STRUCTURAL METAL PRODUCTS,500 N. AKARD SREET SUITE 400 DALLAS TX US,December,2021-09-30,2482213000,266700000,35.67,6.72,40.18,0.2,0.0038,1.44,41.05,0.0359,0.0649,0.027,0.0371,1973500000,382000000,1.44,-0.235,0.141,66.43,35.67,22.83,1.258,1.371,1.698,13.79,0.376,68.28,47.65,54.04,55.78,48329700,2021-10-29,2022-01-13
ACAD,Common Stock,ACADIA Pharmaceuticals Inc,ACADIA Pharmaceuticals Inc. a biopharmaceutical company focuses on the development and commercialization of small molecule drugs that address unmet medical needs in central nervous system disorders. The company is headquartered in San Diego California.,1070494,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,3611 VALLEY CENTRE DRIVE SUITE 300 SAN DIEGO CA US,December,2021-09-30,3631478000,-270257984,None,-0.42,3.528,None,0,-1.2,2.973,-0.404,-0.295,-0.116,-0.314,474394000,154875000,-1.2,0,0.092,28.89,-,-,7.66,6.31,6.54,-,0.609,55.05,15.68,21.43,20.81,160756000,None,None
ACAH,Common Stock,Atlantic Coastal Acquisition Corp,Atlantic Coastal Acquisition Corp. The company is headquartered in San Francisco California.,1836274,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,6 ST JOHNS LANE FLOOR 5 NEW YORK NY UNITED STATES,December,2021-09-30,423496000,None,None,None,0.003,None,None,None,0,0,0,0,-99999.99,0,0,0,0,0,None,-,-,-,-,-,-,None,9.99,9.61,9.79,9.72,34500000,None,None
ACAHU,Common Stock,Atlantic Coastal Acquisition Corp,Atlantic Coastal Acquisition Corp. The company is headquartered in San Francisco California.,1836274,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,6 ST JOHNS LANE FLOOR 5 NEW YORK NY UNITED STATES,December,2021-09-30,417881000,None,None,None,0.003,None,None,None,0,0,0,0,-99999.99,0,0,0,0,0,None,-,-,-,-,-,-,None,10.34,9.8,10.01,9.95,0,None,None
ACAHW,Common Stock,Atlantic Coastal Acquisition Corp,Atlantic Coastal Acquisition Corp. The company is headquartered in San Francisco California.,1836274,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,6 ST JOHNS LANE FLOOR 5 NEW YORK NY UNITED STATES,December,2021-09-30,417881000,None,None,None,None,None,None,None,0,0,0,0,-99999.99,0,0,0,0,0,None,-,-,-,-,-,-,None,1.105,0.51,0,0,0,None,None
ACB,Common Stock,Aurora Cannabis Inc,Aurora Cannabis Inc. produces and distributes medical cannabis products globally. The company is headquartered in Edmonton Canada.,1683541,NASDAQ,USD,USA,LIFE SCIENCES,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,500-10355 JASPER AVENUE COUNTY OF NEW CASTLE EDMONTON AB CANADA,June,2021-09-30,1092236000,None,None,None,10.22,None,0,-2.513,1.256,-2.547,-1.194,-0.0667,-0.29,237767000,-21558000,-2.513,-0.917,-0.111,6.67,-,-,4.594,0.758,5.23,-,3.06,18.98,5.22,6.44,7.48,198228000,2020-05-11,None
ACBA,Common Stock,Ace Global Business Acquisition Limited,Ace Global Business Acquisition Limited focuses on effecting a merger share exchange asset acquisition share purchase recapitalization reorganization or similar business combination with one or more companies or entities. The company is headquartered in Central Hong Kong.,1844389,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,6/F UNIT B CENTRAL 88 CENTRAL HK,December,2021-09-30,61448000,None,None,None,None,None,None,-0.095,0,0,0,0,0,0,0,-0.095,0,0,None,-,-,-,-,-,-,None,12,9.7,10.1,10.05,6054000,None,None
ACBAU,Common Stock,Ace Global Business Acquisition Limited,Ace Global Business Acquisition Limited focuses on effecting a merger share exchange asset acquisition share purchase recapitalization reorganization or similar business combination with one or more companies or entities. The company is headquartered in Central Hong Kong.,1844389,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,6/F UNIT B CENTRAL 88 CENTRAL HK,December,2021-09-30,60843000,None,None,None,0.009,None,None,-0.095,0,0,0,0,-99999.99,0,0,-0.095,0,0,None,-,-,-,-,-,-,None,11.31,9.76,10.5,10.43,0,None,None
ACBAW,Common Stock,Ace Global Business Acquisition Limited,Ace Global Business Acquisition Limited focuses on effecting a merger share exchange asset acquisition share purchase recapitalization reorganization or similar business combination with one or more companies or entities. The company is headquartered in Central Hong Kong.,1844389,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,6/F UNIT B CENTRAL 88 CENTRAL HK,December,2021-09-30,60540000,None,None,None,None,None,None,None,0,0,0,0,-99999.99,0,0,0,0,0,None,-,-,-,-,-,-,None,0.91,0.21,0,0,0,None,None
ACBI,Common Stock,Atlantic Capital Bancshares Inc,Atlantic Capital Bancshares Inc. is the banking holding company for Atlantic Capital Bank NA offering banking products and services. The company is headquartered in Atlanta Georgia.,1461755,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,RESURGENS PLAZA 945 EAST PACES FERRY ROAD NE STE 1600 ATLANTA GA US,December,2021-09-30,654014000,None,13.67,0.822,17.92,None,0,2.357,5.8,0.408,0.517,0.0136,0.138,118565000,79812000,2.357,0.625,0.314,29.13,13.67,15.67,5.52,1.583,-,-,0.807,32.4,16.64,28.87,26.44,20304700,None,None
ACC,Common Stock,American Campus Communities Inc,American Campus Communities Inc. is the largest owner manager and developer of high-quality student housing communities in the United States. ,1283630,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,12700 HILL COUNTRY BOULEVARD STE T-200 AUSTIN TX US,December,2021-09-30,7713472000,406161000,443.44,3.27,21.45,1.88,0.0339,0.125,6.54,0.0217,0.146,0.0109,0.0052,903078000,456296000,0.125,-0.814,0.129,60.25,443.44,-,8.54,2.539,13.0,28.82,1.021,57.83,38.88,54.46,49.82,139157000,2021-11-26,2021-11-12
ACCD,Common Stock,Accolade Inc,Accolade Inc. develops and provides technology solutions that help people understand navigate and utilize the health care system and benefits of their workplace in the United States. The company is headquartered in Plymouth Meeting Pennsylvania.,1481646,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-BUSINESS SERVICES NEC,660 W. GERMANTOWN PIKE SUITE 500 PLYMOUTH MEETING PA US,February,2021-08-31,1394615000,None,None,None,11.06,None,None,-2.653,4.619,-0.574,-0.437,-0.0819,-0.286,230491000,76685000,-2.653,0,0.992,48.73,-,-,6.05,2.224,6.63,-,None,59.93,20.91,29.3,42.29,66664000,None,None
ACCO,Common Stock,ACCO Brands Corporation,ACCO Brands Corporation designs manufactures and markets consumer school technology and office products. The company is headquartered in Lake Zurich Illinois.,712034,NYSE,USD,USA,MANUFACTURING,BLANKBOOKS LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK,FOUR CORPORATE DRIVE LAKE ZURICH IL US,December,2021-09-30,794566000,232800000,10.26,1.17,8.21,0.26,0.0358,0.809,20.12,0.0408,0.0842,0.0349,0.104,1915100000,489000000,0.809,0.056,0.186,13.4,10.26,5.29,0.415,1.004,1.014,8.99,2.121,9.68,7.54,8.49,8.75,95731000,2021-12-15,2021-11-23
ACEL,Common Stock,Accel Entertainment Inc,Accel Entertainment Inc. is a distributed games operator in the United States. The company is headquartered in Burr Ridge Illinois.,1698991,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,301 COMMERCE ST. SUITE 3300 FORT WORTH TX US,December,2021-09-30,1199357000,94012000,77.74,None,1.745,None,None,0.164,6.6,0.0263,0.0762,0.0504,0.101,616807000,105266000,0.164,0.375,0.431,17,77.74,16.05,1.944,7.42,2.215,18.88,1.805,14.1,9.13,12.85,12.18,94067000,None,None
ACER,Common Stock,Acer Therapeutics Inc,Acer Therapeutics Inc. a pharmaceutical company focuses on the acquisition development and commercialization of therapies for serious rare and life-threatening diseases. The company is headquartered in Newton Massachusetts.,1069308,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,ONE GATEWAY CENTER (300 WASHINGTON ST.) SUITE 351 NEWTON MA US,December,2021-09-30,32770400,-30604760,None,None,0.151,None,0,-1.244,0.065,0,-19.54,-0.459,-2.714,900000,0,-1.244,0,0,10,-,-,36.41,13.62,26.76,-,1.106,5.39,1.68,2.262,2.58,14310200,2017-09-21,None
ACET,Common Stock,Adicet Bio Inc,Adicet Bio Inc. a biotechnology company discovers and develops allogeneic gamma delta T cell therapies for cancer and other diseases. The company is headquartered in Boston Massachusetts.,1720580,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,500 BOYLSTON STREET 12TH FLOOR BOSTON MA US,June,2021-09-30,607502000,None,None,0.82,6.8,None,0.0743,-2.013,0.353,0,-4.74,-0.141,-0.33,9672000,17903000,-2.013,0,0.132,31,-,-,62.81,2.043,28.14,-,None,18.49,6.25,12.38,10.6,39143200,2020-09-16,None
ACEV,Common Stock,ACE Convergence Acquisition Corp,ACE Convergence Acquisition Corp. The company is headquartered in Wilmington Delaware.,1813658,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,1013 CENTRE ROAD SUITE 403S WILMINGTON DE UNITED STATES,December,2021-09-30,286638000,None,None,None,0.174,None,None,-0.114,0,0,0,0,-99999.99,0,0,-0.114,8.27,0,None,-,-,-,-,-,-,None,13.5,9.8,9.95,9.94,23000000,None,None
ACEVU,Common Stock,ACE Convergence Acquisition Corp,ACE Convergence Acquisition Corp. The company is headquartered in Wilmington Delaware.,1813658,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,1013 CENTRE ROAD SUITE 403S WILMINGTON DE UNITED STATES,December,2021-09-30,286350000,None,None,None,0.174,None,None,-0.114,0,0,0,0,-99999.99,0,0,-0.114,8.27,0,None,-,-,-,-,-,-,None,15,9.9,10.48,10.56,0,None,None
ACEVW,Common Stock,ACE Convergence Acquisition Corp,ACE Convergence Acquisition Corp. The company is headquartered in Wilmington Delaware.,1813658,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,1013 CENTRE ROAD SUITE 403S WILMINGTON DE UNITED STATES,December,2021-09-30,286925000,None,None,None,None,None,None,None,0,0,0,0,-99999.99,0,0,0,0,0,None,-,-,-,-,-,-,None,3.55,0.53,0,0,0,None,None
ACGL,Common Stock,Arch Capital Group Ltd,Arch Capital Group Ltd. offers insurance reinsurance and mortgage products worldwide. The company is headquartered in Pembroke Bermuda.,947484,NASDAQ,USD,USA,FINANCE,FIRE MARINE & CASUALTY INSURANCE,WATERLOO HOUSE GROUND FLOOR 100 PITTS BAY ROAD PEMBROKE BM,December,2021-09-30,17403060000,2384027000,9.08,2.24,32.56,None,0,4.961,23.46,0.223,0.248,0.0331,0.166,9329698000,2830834000,4.961,-0.02,-0.091,48.27,9.08,10.22,1.865,1.335,2.185,-,0.919,46.57,31.23,43.04,40.62,386134000,None,None
ACGLN,Common Stock,Arch Capital Group Ltd,None,947484,NASDAQ,USD,USA,FINANCE,FIRE MARINE & CASUALTY INSURANCE,WATERLOO HOUSE GROUND FLOOR 100 PITTS BAY ROAD PEMBROKE BM,December,2021-09-30,15297160000,2384027000,5.15,None,32.56,1.14,0.0447,4.961,23.46,0.223,0.248,0.0331,0.166,9329698000,2830834000,4.961,-0.02,-0.091,None,5.15,-,-,-,-,-,0.919,26.46,24.38,25.6,25.8,0,2021-12-31,2021-12-14
ACGLO,Common Stock,Arch Capital Group Ltd,Arch Capital Group Ltd. offers insurance reinsurance and mortgage products worldwide. The company is headquartered in Pembroke Bermuda.,947484,NASDAQ,USD,USA,FINANCE,FIRE MARINE & CASUALTY INSURANCE,WATERLOO HOUSE GROUND FLOOR 100 PITTS BAY ROAD PEMBROKE BM,December,2021-09-30,14966437000,2384027000,5.17,None,32.56,1.36,0.053,4.961,23.46,0.223,0.248,0.0331,0.166,9329698000,2830834000,4.961,-0.02,-0.091,None,5.17,-,1.604,-,-,-,0.919,25.98,24.15,25.73,26.15,402939000,2021-12-31,2021-12-14
ACH,Common Stock,Aluminum Corporation of China Limited,Aluminum Corporation of China Limited manufactures and sells alumina primary aluminum and energy products in the People's Republic of China. The company is headquartered in Beijing the People's Republic of China.,1161611,NYSE,USD,China,MANUFACTURING,PRIMARY PRODUCTION OF ALUMINUM,NO. 62 NORTH XIZHIMEN STREET HAIDIAN DISTRICT BEIJING CHINA,December,2021-09-30,14473688000,24289622000,4.597,0,87.4,None,0,3.05,911.85,0.0225,0.066,0.0521,0.116,247768646000,13948215000,3.05,12.19,0.513,14.51,4.597,7.99,0.0584,1.092,0.155,2.002,2.442,23.9,7.57,13.47,14.9,680907000,2011-08-11,2011-04-26
ACHC,Common Stock,Acadia Healthcare Company Inc,Acadia Healthcare Company Inc. develops and operates inpatient psychiatric facilities residential treatment centers group homes substance abuse facilities and outpatient behavioral health facilities to serve the behavioral health and recovery needs of the communities in the United States. United States and Puerto Rico. The company is headquartered in Franklin Tennessee.,1520697,NASDAQ,USD,USA,LIFE SCIENCES,SERVICES-SPECIALTY OUTPATIENT FACILITIES NEC,6100 TOWER CIRCLE SUITE 1000 FRANKLIN TN US,December,2021-09-30,5068770000,496470000,None,1.32,27.35,None,0,-7.5,25.56,-0.293,0.174,0.042,0.0761,2262190000,848166000,-7.5,0.748,0.072,75.14,-,20.28,2.241,2.169,2.928,14.39,1.42,68.65,48.62,60.1,61.65,89936000,None,None
ACHL,Common Stock,Achilles Therapeutics plc,Achilles Therapeutics Plc a clinical-stage immuno-oncology biopharmaceutical company develops precision T-cell therapies to treat various types of solid tumors. The company is headquartered in London the United Kingdom.,1830749,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-09-30,172971000,None,None,None,7.51,None,None,-2.884,0,0,0,-0.172,-0.29,0,0,-2.884,0,0,19.5,-,-,-,0.66,-,1.202,None,18.95,4.12,5.38,8.64,40603500,None,None
ACHV,Common Stock,Achieve Life Sciences Inc,Achieve Life Sciences Inc. a clinical-stage pharmaceutical company develops and markets cytisinicline for smoking and nicotine addiction cessation in the United States and internationally. The company is headquartered in Vancouver Canada.,949858,NASDAQ,USD,USA,LIFE SCIENCES,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,520 PIKE STREET SUITE 2250 SEATTLE WA US,December,2021-09-30,77424000,-16347000,None,0,3.671,None,0,-4.503,0,0,0,-0.587,-1.018,0,0,-4.503,0,0,31.5,-,-,-,1.934,-,0.358,1.236,16.1,6.55,7.75,8.46,9453500,2020-07-31,None
ACI,Common Stock,Albertsons Companies Inc,Albertsons Companies Inc. participates in the pharmacy and food operation in the United States. ,1646972,NYSE,USD,USA,TRADE & SERVICES,RETAIL-GROCERY STORES,250 PARKCENTER BLVD. BOISE ID US,February,2021-08-31,14578971000,3559300000,28.45,1.508,4.2,0.4,0.0154,1.097,147.25,0.0104,0.0285,0.0456,0.216,68956299000,20925300000,1.097,0.056,0.047,32.89,28.45,12.06,0.211,7.32,0.376,7.16,None,37.85,15.75,32.59,25.82,467125000,2021-11-12,2021-10-28
ACII,Common Stock,Atlas Crest Investment Corp II,Atlas Crest Investment Corp. The company is headquartered in New York New York.,1838614,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,399 PARK AVENUE NEW YORK NY UNITED STATES,December,2021-09-30,420469000,None,None,None,0.116,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,10.37,9.46,9.76,9.78,34500000,None,None
ACIU,Common Stock,AC Immune SA,AC Immune SA a clinical-stage biopharmaceutical company discovers designs and develops drugs and diagnostic products for the prevention and treatment of neurodegenerative diseases associated with protein misfolding. The company is headquartered in Lausanne Switzerland.,1651625,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,EPFL INNOVATION PARK BUILDING B 1015 LAUSANNE CH,December,2021-09-30,352366000,None,None,0,2.459,None,0,-1.069,0.013,0,-79.39,-0.204,-0.345,944000,-44056000,-1.069,0,0.098,14.52,-,-,373.27,1.873,172.25,4.911,0.817,12.5,4.68,5.54,6.6,72653000,None,None
ACIW,Common Stock,ACI Worldwide Inc,ACI Worldwide Inc. a software company develops markets installs and supports a variety of software products and solutions to facilitate electronic payments to banks financial intermediaries merchants and invoice issuers globally. The company is headquartered in Naples Florida.,935036,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,3520 KRAFT ROAD SUITE 300 NAPLES FL US,December,2021-09-30,4004298000,231678000,47.57,-3.24,10.17,None,0,0.716,10.99,0.0662,0.133,0.034,0.0737,1290813000,676163000,0.716,-0.099,0.003,40.67,47.57,26.45,3.102,3.254,3.78,15.68,1.113,43.23,28.39,32.89,34.83,117566000,None,None
ACKIT,Common Stock,Ackrell SPAC Partners I Co,None,1790121,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,2093 PHILADELPHIA PIKE #1968 CLAYMONT DE UNITED STATES,December,2021-09-30,None,None,None,None,None,None,None,None,0,0,0,0,0.0023,0,0,0,0,0,None,-,-,-,-,-,-,None,10.44,9.84,10.09,10.0,0,None,None
ACKIU,Common Stock,Ackrell SPAC Partners I Co,None,1790121,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,2093 PHILADELPHIA PIKE #1968 CLAYMONT DE UNITED STATES,December,2021-09-30,None,None,None,None,None,None,None,None,0,0,0,0,0.0023,0,0,0,0,0,None,-,-,-,-,-,-,None,11,8.14,10.39,10.27,0,None,None
ACKIW,Common Stock,Ackrell SPAC Partners I Co,Ackrell SPAC Partners I Co. a blank checking company focuses on effecting a merger stock exchange asset acquisition stock purchase recapitalization reorganization and other similar business combinations. The company is headquartered in Claymont Delaware.,1790121,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,2093 PHILADELPHIA PIKE #1968 CLAYMONT DE UNITED STATES,December,2021-09-30,266028000,None,None,None,None,None,None,None,0,0,0,0,-99999.99,0,0,0,0,0,None,-,-,-,-,-,-,None,1.6,0.4,0,0,0,None,None
ACLS,Common Stock,Axcelis Technologies Inc,Axcelis Technologies Inc. designs manufactures and services the ion implantation and other processing equipment used in the manufacture of semiconductor chips in the United States Europe and Asia. The company is headquartered in Beverly Massachusetts.,1113232,NASDAQ,USD,USA,TECHNOLOGY,SPECIAL INDUSTRY MACHINERY NEC,108 CHERRY HILL DRIVE BEVERLY MA US,December,2021-09-30,2287521000,100202000,30.52,1.23,15.32,None,0,2.25,17.22,0.134,0.164,0.0911,0.16,578943000,198584000,2.25,1.531,0.6,79.33,30.52,16.29,3.951,4.297,3.412,18.79,1.52,77.6,30.5,64.68,48.52,33311800,None,None
ACM,Common Stock,AECOM,AECOM provides professional construction and program management services in the Americas Europe the Middle East Africa and Asia Pacific. The company is headquartered in Los Angeles California.,868857,NYSE,USD,USA,TRADE & SERVICES,SERVICES-ENGINEERING SERVICES,1999 AVENUE OF THE STARS SUITE 2600 LOS ANGELES CA US,September,2021-09-30,10592627000,813549000,64.33,1.075,18.95,0.6,0.0081,1.158,90.58,0.013,0.0485,0.0327,0.102,13340852000,798421000,1.158,-0.855,-0.06,85.56,64.33,21.74,0.794,3.828,0.903,14.63,1.495,78.62,49.24,72.81,66.63,142202000,2022-01-21,2022-01-04
ACMR,Common Stock,ACM Research Inc,ACM Research Inc. develops manufactures and sells single wafer wet cleaning equipment to improve the manufacturing process and performance of embedded chips globally. The company is headquartered in Fremont California.,1680062,NASDAQ,USD,USA,TECHNOLOGY,SPECIAL INDUSTRY MACHINERY NEC,42307 OSGOOD ROAD SUITE I FREMONT CA US,December,2021-09-30,1599640000,26886000,57.3,None,8.87,None,0,1.431,11.08,0.146,0.119,0.0408,0.155,210171000,69599000,1.431,0.15,0.406,131.17,57.3,42.55,7.61,8.68,6.9,47.56,0.558,144.81,60.84,88.9,89.38,17811900,None,None
ACN,Common Stock,Accenture plc,Accenture plc is an Irish-domiciled multinational company that provides consulting and processing services. It has been incorporated in Dublin Ireland since 2009.,1467373,NYSE,USD,USA,TRADE & SERVICES,SERVICES-BUSINESS SERVICES NEC,1 GRAND CANAL SQUARE GRAND CANAL HARBOUR DUBLIN IE,August,2021-11-30,234502701000,9030121000,38.57,3.52,32.2,3.7,0.0105,9.61,84.72,0.115,0.152,0.125,0.32,53736358000,16364128000,9.61,0.197,0.272,380.96,38.57,37.31,4.364,12.27,4.651,24.2,1.163,417.37,239.59,377.3,326.28,632001000,2022-02-15,2022-01-12
ACNB,Common Stock,ACNB Corporation,ACNB Corporation a financial holding company provides banking insurance and financial services to individual commercial and government clients in the United States. The company is headquartered in Gettysburg Pennsylvania.,715579,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,16 LINCOLN SQUARE P O BOX 3129 GETTYSBURG PA US,December,2021-09-30,291285000,None,9.6,0,30.97,1.02,0.031,3.488,10.87,0.321,0.426,0.0115,0.115,94712000,83862000,3.488,0.084,0.066,None,9.6,-,3.075,0.94,-,-,0.0953,33.9,23.21,29.37,28.53,8695100,2021-12-15,2021-11-30
ACOR,Common Stock,Acorda Therapeutics Inc,Acorda Therapeutics Inc. a biopharmaceutical company develops and markets therapies for neurological disorders in the United States. The company is headquartered in Ardsley New York.,1008848,NASDAQ,USD,USA,LIFE SCIENCES,BIOLOGICAL PRODUCTS (NO DISGNOSTIC SUBSTANCES),420 SAW MILL RIVER ROAD ARDSLEY NY US,December,2021-09-30,25653000,-16363000,None,0.51,14.7,None,0,-17.04,13.34,-1.278,-0.654,-0.0905,-0.696,130264000,96785000,-17.04,5.87,-0.407,10,-,-,0.197,0.18,1.401,2.206,0.5,8.66,2.25,2.989,3.965,11202200,2021-01-04,None
